id,date,store_nbr,family,sales,onpromotion,dcoilwtico
3244,2013-01-02,5,EGGS,246.0,0,93.14
3245,2013-01-02,5,FROZEN FOODS,187.168,0,93.14
3246,2013-01-02,5,GROCERY I,4558.0,0,93.14
3247,2013-01-02,5,GROCERY II,13.0,0,93.14
3248,2013-01-02,5,HARDWARE,3.0,0,93.14
3249,2013-01-02,5,HOME AND KITCHEN I,0.0,0,93.14
3250,2013-01-02,5,HOME AND KITCHEN II,0.0,0,93.14
3251,2013-01-02,5,HOME APPLIANCES,1.0,0,93.14
3252,2013-01-02,5,HOME CARE,0.0,0,93.14
3253,2013-01-02,5,LADIESWEAR,0.0,0,93.14
3254,2013-01-02,5,LAWN AND GARDEN,0.0,0,93.14
3255,2013-01-02,5,LINGERIE,44.0,0,93.14
3256,2013-01-02,5,"LIQUOR,WINE,BEER",73.0,0,93.14
3257,2013-01-02,5,MAGAZINES,0.0,0,93.14
3258,2013-01-02,5,MEATS,455.39902,0,93.14
3259,2013-01-02,5,PERSONAL CARE,427.0,0,93.14
3260,2013-01-02,5,PET SUPPLIES,0.0,0,93.14
3261,2013-01-02,5,PLAYERS AND ELECTRONICS,0.0,0,93.14
3262,2013-01-02,5,POULTRY,311.913,0,93.14
3263,2013-01-02,5,PREPARED FOODS,135.0,0,93.14
3264,2013-01-02,5,PRODUCE,0.0,0,93.14
3265,2013-01-02,5,SCHOOL AND OFFICE SUPPLIES,0.0,0,93.14
3266,2013-01-02,5,SEAFOOD,11.745,0,93.14
5016,2013-01-03,5,AUTOMOTIVE,4.0,0,92.97
5017,2013-01-03,5,BABY CARE,0.0,0,92.97
5018,2013-01-03,5,BEAUTY,2.0,0,92.97
5019,2013-01-03,5,BEVERAGES,847.0,0,92.97
5020,2013-01-03,5,BOOKS,0.0,0,92.97
5021,2013-01-03,5,BREAD/BAKERY,377.887,0,92.97
5022,2013-01-03,5,CELEBRATION,0.0,0,92.97
5023,2013-01-03,5,CLEANING,1305.0,0,92.97
5024,2013-01-03,5,DAIRY,366.0,0,92.97
5025,2013-01-03,5,DELI,278.824,0,92.97
5026,2013-01-03,5,EGGS,120.0,0,92.97
5027,2013-01-03,5,FROZEN FOODS,117.994,0,92.97
5028,2013-01-03,5,GROCERY I,3260.0,0,92.97
5029,2013-01-03,5,GROCERY II,8.0,0,92.97
5030,2013-01-03,5,HARDWARE,0.0,0,92.97
5031,2013-01-03,5,HOME AND KITCHEN I,0.0,0,92.97
5032,2013-01-03,5,HOME AND KITCHEN II,0.0,0,92.97
5033,2013-01-03,5,HOME APPLIANCES,1.0,0,92.97
5034,2013-01-03,5,HOME CARE,0.0,0,92.97
5035,2013-01-03,5,LADIESWEAR,0.0,0,92.97
5036,2013-01-03,5,LAWN AND GARDEN,0.0,0,92.97
5037,2013-01-03,5,LINGERIE,36.0,0,92.97
5038,2013-01-03,5,"LIQUOR,WINE,BEER",47.0,0,92.97
5039,2013-01-03,5,MAGAZINES,0.0,0,92.97
5040,2013-01-03,5,MEATS,352.642,0,92.97
5041,2013-01-03,5,PERSONAL CARE,312.0,0,92.97
5042,2013-01-03,5,PET SUPPLIES,0.0,0,92.97
5043,2013-01-03,5,PLAYERS AND ELECTRONICS,0.0,0,92.97
5044,2013-01-03,5,POULTRY,196.459,0,92.97
5045,2013-01-03,5,PREPARED FOODS,122.0,0,92.97
5046,2013-01-03,5,PRODUCE,0.0,0,92.97
5047,2013-01-03,5,SCHOOL AND OFFICE SUPPLIES,0.0,0,92.97
5048,2013-01-03,5,SEAFOOD,17.162,0,92.97
6798,2013-01-04,5,AUTOMOTIVE,6.0,0,93.12
6799,2013-01-04,5,BABY CARE,0.0,0,93.12
6800,2013-01-04,5,BEAUTY,3.0,0,93.12
6801,2013-01-04,5,BEVERAGES,859.0,0,93.12
6802,2013-01-04,5,BOOKS,0.0,0,93.12
6803,2013-01-04,5,BREAD/BAKERY,335.761,0,93.12
6804,2013-01-04,5,CELEBRATION,0.0,0,93.12
6805,2013-01-04,5,CLEANING,1159.0,0,93.12
6806,2013-01-04,5,DAIRY,309.0,0,93.12
6807,2013-01-04,5,DELI,291.408,0,93.12
6808,2013-01-04,5,EGGS,141.0,0,93.12
6809,2013-01-04,5,FROZEN FOODS,121.182,0,93.12
6810,2013-01-04,5,GROCERY I,3085.0,0,93.12
6811,2013-01-04,5,GROCERY II,23.0,0,93.12
6812,2013-01-04,5,HARDWARE,1.0,0,93.12
6813,2013-01-04,5,HOME AND KITCHEN I,0.0,0,93.12
6814,2013-01-04,5,HOME AND KITCHEN II,0.0,0,93.12
6815,2013-01-04,5,HOME APPLIANCES,0.0,0,93.12
6816,2013-01-04,5,HOME CARE,0.0,0,93.12
6817,2013-01-04,5,LADIESWEAR,0.0,0,93.12
6818,2013-01-04,5,LAWN AND GARDEN,2.0,0,93.12
6819,2013-01-04,5,LINGERIE,23.0,0,93.12
6820,2013-01-04,5,"LIQUOR,WINE,BEER",46.0,0,93.12
6821,2013-01-04,5,MAGAZINES,0.0,0,93.12
6822,2013-01-04,5,MEATS,407.364,0,93.12
6823,2013-01-04,5,PERSONAL CARE,265.0,0,93.12
6824,2013-01-04,5,PET SUPPLIES,0.0,0,93.12
6825,2013-01-04,5,PLAYERS AND ELECTRONICS,0.0,0,93.12
6826,2013-01-04,5,POULTRY,167.29599,0,93.12
6827,2013-01-04,5,PREPARED FOODS,87.0,0,93.12
6828,2013-01-04,5,PRODUCE,0.0,0,93.12
6829,2013-01-04,5,SCHOOL AND OFFICE SUPPLIES,0.0,0,93.12
6830,2013-01-04,5,SEAFOOD,15.6310005,0,93.12
8580,2013-01-05,5,AUTOMOTIVE,4.0,0,
8581,2013-01-05,5,BABY CARE,0.0,0,
8582,2013-01-05,5,BEAUTY,5.0,0,
8583,2013-01-05,5,BEVERAGES,912.0,0,
8584,2013-01-05,5,BOOKS,0.0,0,
8585,2013-01-05,5,BREAD/BAKERY,402.286,0,
8586,2013-01-05,5,CELEBRATION,0.0,0,
8587,2013-01-05,5,CLEANING,1257.0,0,
8588,2013-01-05,5,DAIRY,356.0,0,
8589,2013-01-05,5,DELI,288.754,0,
8590,2013-01-05,5,EGGS,143.0,0,
8591,2013-01-05,5,FROZEN FOODS,162.91,0,
8592,2013-01-05,5,GROCERY I,3398.0,0,
8593,2013-01-05,5,GROCERY II,18.0,0,
8594,2013-01-05,5,HARDWARE,1.0,0,
8595,2013-01-05,5,HOME AND KITCHEN I,0.0,0,
8596,2013-01-05,5,HOME AND KITCHEN II,0.0,0,
8597,2013-01-05,5,HOME APPLIANCES,0.0,0,
8598,2013-01-05,5,HOME CARE,0.0,0,
8599,2013-01-05,5,LADIESWEAR,0.0,0,
8600,2013-01-05,5,LAWN AND GARDEN,1.0,0,
8601,2013-01-05,5,LINGERIE,43.0,0,
8602,2013-01-05,5,"LIQUOR,WINE,BEER",79.0,0,
8603,2013-01-05,5,MAGAZINES,0.0,0,
8604,2013-01-05,5,MEATS,466.825,0,
8605,2013-01-05,5,PERSONAL CARE,330.0,0,
8606,2013-01-05,5,PET SUPPLIES,0.0,0,
8607,2013-01-05,5,PLAYERS AND ELECTRONICS,0.0,0,
8608,2013-01-05,5,POULTRY,226.044,0,
8609,2013-01-05,5,PREPARED FOODS,80.0,0,
8610,2013-01-05,5,PRODUCE,0.0,0,
8611,2013-01-05,5,SCHOOL AND OFFICE SUPPLIES,0.0,0,
8612,2013-01-05,5,SEAFOOD,18.779,0,
10362,2013-01-06,5,AUTOMOTIVE,10.0,0,
10363,2013-01-06,5,BABY CARE,0.0,0,
10364,2013-01-06,5,BEAUTY,9.0,0,
10365,2013-01-06,5,BEVERAGES,1124.0,0,
10366,2013-01-06,5,BOOKS,0.0,0,
10367,2013-01-06,5,BREAD/BAKERY,540.281,0,
10368,2013-01-06,5,CELEBRATION,0.0,0,
10369,2013-01-06,5,CLEANING,1751.0,0,
10370,2013-01-06,5,DAIRY,438.0,0,
10371,2013-01-06,5,DELI,379.7,0,
10372,2013-01-06,5,EGGS,251.0,0,
10373,2013-01-06,5,FROZEN FOODS,139.702,0,
10374,2013-01-06,5,GROCERY I,4643.0,0,
10375,2013-01-06,5,GROCERY II,13.0,0,
10376,2013-01-06,5,HARDWARE,2.0,0,
10377,2013-01-06,5,HOME AND KITCHEN I,0.0,0,
10378,2013-01-06,5,HOME AND KITCHEN II,0.0,0,
10379,2013-01-06,5,HOME APPLIANCES,0.0,0,
10380,2013-01-06,5,HOME CARE,0.0,0,
10381,2013-01-06,5,LADIESWEAR,0.0,0,
10382,2013-01-06,5,LAWN AND GARDEN,0.0,0,
10383,2013-01-06,5,LINGERIE,94.0,0,
10384,2013-01-06,5,"LIQUOR,WINE,BEER",0.0,0,
10385,2013-01-06,5,MAGAZINES,0.0,0,
10386,2013-01-06,5,MEATS,536.73303,0,
10387,2013-01-06,5,PERSONAL CARE,489.0,0,
10388,2013-01-06,5,PET SUPPLIES,0.0,0,
10389,2013-01-06,5,PLAYERS AND ELECTRONICS,0.0,0,
10390,2013-01-06,5,POULTRY,268.455,0,
10391,2013-01-06,5,PREPARED FOODS,147.0,0,
10392,2013-01-06,5,PRODUCE,0.0,0,
10393,2013-01-06,5,SCHOOL AND OFFICE SUPPLIES,0.0,0,
10394,2013-01-06,5,SEAFOOD,7.361,0,
12144,2013-01-07,5,AUTOMOTIVE,7.0,0,93.2
12145,2013-01-07,5,BABY CARE,0.0,0,93.2
12146,2013-01-07,5,BEAUTY,2.0,0,93.2
12147,2013-01-07,5,BEVERAGES,575.0,0,93.2
12148,2013-01-07,5,BOOKS,0.0,0,93.2
12149,2013-01-07,5,BREAD/BAKERY,349.624,0,93.2
12150,2013-01-07,5,CELEBRATION,0.0,0,93.2
12151,2013-01-07,5,CLEANING,1043.0,0,93.2
12152,2013-01-07,5,DAIRY,321.0,0,93.2
12153,2013-01-07,5,DELI,238.428,0,93.2
12154,2013-01-07,5,EGGS,165.0,0,93.2
12155,2013-01-07,5,FROZEN FOODS,121.755,0,93.2
12156,2013-01-07,5,GROCERY I,2801.0,0,93.2
12157,2013-01-07,5,GROCERY II,8.0,0,93.2
12158,2013-01-07,5,HARDWARE,2.0,0,93.2
12159,2013-01-07,5,HOME AND KITCHEN I,0.0,0,93.2
12160,2013-01-07,5,HOME AND KITCHEN II,0.0,0,93.2
12161,2013-01-07,5,HOME APPLIANCES,0.0,0,93.2
12162,2013-01-07,5,HOME CARE,0.0,0,93.2
12163,2013-01-07,5,LADIESWEAR,0.0,0,93.2
12164,2013-01-07,5,LAWN AND GARDEN,0.0,0,93.2
12165,2013-01-07,5,LINGERIE,46.0,0,93.2
12166,2013-01-07,5,"LIQUOR,WINE,BEER",29.0,0,93.2
12167,2013-01-07,5,MAGAZINES,0.0,0,93.2
12168,2013-01-07,5,MEATS,227.992,0,93.2
12169,2013-01-07,5,PERSONAL CARE,279.0,0,93.2
12170,2013-01-07,5,PET SUPPLIES,0.0,0,93.2
12171,2013-01-07,5,PLAYERS AND ELECTRONICS,0.0,0,93.2
12172,2013-01-07,5,POULTRY,156.69,0,93.2
12173,2013-01-07,5,PREPARED FOODS,83.0,0,93.2
12174,2013-01-07,5,PRODUCE,0.0,0,93.2
12175,2013-01-07,5,SCHOOL AND OFFICE SUPPLIES,0.0,0,93.2
12176,2013-01-07,5,SEAFOOD,12.832,0,93.2
13926,2013-01-08,5,AUTOMOTIVE,5.0,0,93.21
13927,2013-01-08,5,BABY CARE,0.0,0,93.21
13928,2013-01-08,5,BEAUTY,1.0,0,93.21
13929,2013-01-08,5,BEVERAGES,746.0,0,93.21
13930,2013-01-08,5,BOOKS,0.0,0,93.21
13931,2013-01-08,5,BREAD/BAKERY,335.194,0,93.21
13932,2013-01-08,5,CELEBRATION,0.0,0,93.21
13933,2013-01-08,5,CLEANING,1062.0,0,93.21
13934,2013-01-08,5,DAIRY,245.0,0,93.21
13935,2013-01-08,5,DELI,231.075,0,93.21
13936,2013-01-08,5,EGGS,141.0,0,93.21
13937,2013-01-08,5,FROZEN FOODS,80.059,0,93.21
13938,2013-01-08,5,GROCERY I,2651.0,0,93.21
13939,2013-01-08,5,GROCERY II,12.0,0,93.21
13940,2013-01-08,5,HARDWARE,1.0,0,93.21
13941,2013-01-08,5,HOME AND KITCHEN I,0.0,0,93.21
13942,2013-01-08,5,HOME AND KITCHEN II,0.0,0,93.21
13943,2013-01-08,5,HOME APPLIANCES,0.0,0,93.21
13944,2013-01-08,5,HOME CARE,0.0,0,93.21
13945,2013-01-08,5,LADIESWEAR,0.0,0,93.21
13946,2013-01-08,5,LAWN AND GARDEN,0.0,0,93.21
13947,2013-01-08,5,LINGERIE,57.0,0,93.21
13948,2013-01-08,5,"LIQUOR,WINE,BEER",39.0,0,93.21
13949,2013-01-08,5,MAGAZINES,0.0,0,93.21
13950,2013-01-08,5,MEATS,314.298,0,93.21
13951,2013-01-08,5,PERSONAL CARE,244.0,0,93.21
13952,2013-01-08,5,PET SUPPLIES,0.0,0,93.21
13953,2013-01-08,5,PLAYERS AND ELECTRONICS,0.0,0,93.21
13954,2013-01-08,5,POULTRY,160.536,0,93.21
13955,2013-01-08,5,PREPARED FOODS,86.0,0,93.21
13956,2013-01-08,5,PRODUCE,0.0,0,93.21
13957,2013-01-08,5,SCHOOL AND OFFICE SUPPLIES,0.0,0,93.21
13958,2013-01-08,5,SEAFOOD,16.697,0,93.21
15708,2013-01-09,5,AUTOMOTIVE,5.0,0,93.08
15709,2013-01-09,5,BABY CARE,0.0,0,93.08
15710,2013-01-09,5,BEAUTY,4.0,0,93.08
15711,2013-01-09,5,BEVERAGES,541.0,0,93.08
15712,2013-01-09,5,BOOKS,0.0,0,93.08
15713,2013-01-09,5,BREAD/BAKERY,345.437,0,93.08
15714,2013-01-09,5,CELEBRATION,0.0,0,93.08
15715,2013-01-09,5,CLEANING,899.0,0,93.08
15716,2013-01-09,5,DAIRY,318.0,0,93.08
15717,2013-01-09,5,DELI,230.388,0,93.08
15718,2013-01-09,5,EGGS,135.0,0,93.08
15719,2013-01-09,5,FROZEN FOODS,76.0,0,93.08
15720,2013-01-09,5,GROCERY I,2551.0,0,93.08
15721,2013-01-09,5,GROCERY II,25.0,0,93.08
15722,2013-01-09,5,HARDWARE,1.0,0,93.08
15723,2013-01-09,5,HOME AND KITCHEN I,0.0,0,93.08
15724,2013-01-09,5,HOME AND KITCHEN II,0.0,0,93.08
15725,2013-01-09,5,HOME APPLIANCES,0.0,0,93.08
15726,2013-01-09,5,HOME CARE,0.0,0,93.08
15727,2013-01-09,5,LADIESWEAR,0.0,0,93.08
15728,2013-01-09,5,LAWN AND GARDEN,8.0,0,93.08
15729,2013-01-09,5,LINGERIE,71.0,0,93.08
15730,2013-01-09,5,"LIQUOR,WINE,BEER",26.0,0,93.08
15731,2013-01-09,5,MAGAZINES,0.0,0,93.08
15732,2013-01-09,5,MEATS,344.722,0,93.08
15733,2013-01-09,5,PERSONAL CARE,209.0,0,93.08
15734,2013-01-09,5,PET SUPPLIES,0.0,0,93.08
15735,2013-01-09,5,PLAYERS AND ELECTRONICS,0.0,0,93.08
15736,2013-01-09,5,POULTRY,159.213,0,93.08
15737,2013-01-09,5,PREPARED FOODS,92.0,0,93.08
15738,2013-01-09,5,PRODUCE,0.0,0,93.08
15739,2013-01-09,5,SCHOOL AND OFFICE SUPPLIES,0.0,0,93.08
15740,2013-01-09,5,SEAFOOD,16.348,0,93.08
17490,2013-01-10,5,AUTOMOTIVE,2.0,0,93.81
17491,2013-01-10,5,BABY CARE,0.0,0,93.81
17492,2013-01-10,5,BEAUTY,4.0,0,93.81
17493,2013-01-10,5,BEVERAGES,647.0,0,93.81
17494,2013-01-10,5,BOOKS,0.0,0,93.81
17495,2013-01-10,5,BREAD/BAKERY,276.374,0,93.81
17496,2013-01-10,5,CELEBRATION,0.0,0,93.81
17497,2013-01-10,5,CLEANING,992.0,0,93.81
17498,2013-01-10,5,DAIRY,242.0,0,93.81
17499,2013-01-10,5,DELI,217.412,0,93.81
17500,2013-01-10,5,EGGS,130.0,0,93.81
17501,2013-01-10,5,FROZEN FOODS,97.245,0,93.81
17502,2013-01-10,5,GROCERY I,2522.0,0,93.81
17503,2013-01-10,5,GROCERY II,5.0,0,93.81
17504,2013-01-10,5,HARDWARE,0.0,0,93.81
17505,2013-01-10,5,HOME AND KITCHEN I,0.0,0,93.81
17506,2013-01-10,5,HOME AND KITCHEN II,0.0,0,93.81
17507,2013-01-10,5,HOME APPLIANCES,0.0,0,93.81
17508,2013-01-10,5,HOME CARE,0.0,0,93.81
17509,2013-01-10,5,LADIESWEAR,0.0,0,93.81
17510,2013-01-10,5,LAWN AND GARDEN,1.0,0,93.81
17511,2013-01-10,5,LINGERIE,27.0,0,93.81
17512,2013-01-10,5,"LIQUOR,WINE,BEER",55.0,0,93.81
17513,2013-01-10,5,MAGAZINES,0.0,0,93.81
17514,2013-01-10,5,MEATS,262.67902,0,93.81
17515,2013-01-10,5,PERSONAL CARE,228.0,0,93.81
17516,2013-01-10,5,PET SUPPLIES,0.0,0,93.81
17517,2013-01-10,5,PLAYERS AND ELECTRONICS,0.0,0,93.81
17518,2013-01-10,5,POULTRY,148.281,0,93.81
17519,2013-01-10,5,PREPARED FOODS,84.0,0,93.81
17520,2013-01-10,5,PRODUCE,0.0,0,93.81
17521,2013-01-10,5,SCHOOL AND OFFICE SUPPLIES,0.0,0,93.81
17522,2013-01-10,5,SEAFOOD,9.823,0,93.81
19272,2013-01-11,5,AUTOMOTIVE,4.0,0,93.6
19273,2013-01-11,5,BABY CARE,0.0,0,93.6
19274,2013-01-11,5,BEAUTY,4.0,0,93.6
19275,2013-01-11,5,BEVERAGES,747.0,0,93.6
19276,2013-01-11,5,BOOKS,0.0,0,93.6
19277,2013-01-11,5,BREAD/BAKERY,333.326,0,93.6
19278,2013-01-11,5,CELEBRATION,0.0,0,93.6
19279,2013-01-11,5,CLEANING,1029.0,0,93.6
19280,2013-01-11,5,DAIRY,283.0,0,93.6
19281,2013-01-11,5,DELI,216.361,0,93.6
19282,2013-01-11,5,EGGS,120.0,0,93.6
19283,2013-01-11,5,FROZEN FOODS,143.78,0,93.6
19284,2013-01-11,5,GROCERY I,2602.0,0,93.6
19285,2013-01-11,5,GROCERY II,18.0,0,93.6
19286,2013-01-11,5,HARDWARE,1.0,0,93.6
19287,2013-01-11,5,HOME AND KITCHEN I,0.0,0,93.6
19288,2013-01-11,5,HOME AND KITCHEN II,0.0,0,93.6
19289,2013-01-11,5,HOME APPLIANCES,1.0,0,93.6
19290,2013-01-11,5,HOME CARE,0.0,0,93.6
19291,2013-01-11,5,LADIESWEAR,0.0,0,93.6
19292,2013-01-11,5,LAWN AND GARDEN,1.0,0,93.6
19293,2013-01-11,5,LINGERIE,14.0,0,93.6
19294,2013-01-11,5,"LIQUOR,WINE,BEER",69.0,0,93.6
19295,2013-01-11,5,MAGAZINES,0.0,0,93.6
19296,2013-01-11,5,MEATS,350.702,0,93.6
19297,2013-01-11,5,PERSONAL CARE,185.0,0,93.6
19298,2013-01-11,5,PET SUPPLIES,0.0,0,93.6
19299,2013-01-11,5,PLAYERS AND ELECTRONICS,0.0,0,93.6
19300,2013-01-11,5,POULTRY,150.027,0,93.6
19301,2013-01-11,5,PREPARED FOODS,92.0,0,93.6
19302,2013-01-11,5,PRODUCE,0.0,0,93.6
19303,2013-01-11,5,SCHOOL AND OFFICE SUPPLIES,0.0,0,93.6
19304,2013-01-11,5,SEAFOOD,15.777,0,93.6
21054,2013-01-12,5,AUTOMOTIVE,7.0,0,
21055,2013-01-12,5,BABY CARE,0.0,0,
21056,2013-01-12,5,BEAUTY,1.0,0,
21057,2013-01-12,5,BEVERAGES,923.0,0,
21058,2013-01-12,5,BOOKS,0.0,0,
21059,2013-01-12,5,BREAD/BAKERY,333.537,0,
21060,2013-01-12,5,CELEBRATION,0.0,0,
21061,2013-01-12,5,CLEANING,889.0,0,
21062,2013-01-12,5,DAIRY,337.0,0,
21063,2013-01-12,5,DELI,258.789,0,
21064,2013-01-12,5,EGGS,128.0,0,
21065,2013-01-12,5,FROZEN FOODS,115.121,0,
21066,2013-01-12,5,GROCERY I,2938.0,0,
21067,2013-01-12,5,GROCERY II,17.0,0,
21068,2013-01-12,5,HARDWARE,1.0,0,
21069,2013-01-12,5,HOME AND KITCHEN I,0.0,0,
21070,2013-01-12,5,HOME AND KITCHEN II,0.0,0,
21071,2013-01-12,5,HOME APPLIANCES,0.0,0,
21072,2013-01-12,5,HOME CARE,0.0,0,
21073,2013-01-12,5,LADIESWEAR,0.0,0,
21074,2013-01-12,5,LAWN AND GARDEN,2.0,0,
21075,2013-01-12,5,LINGERIE,38.0,0,
21076,2013-01-12,5,"LIQUOR,WINE,BEER",123.0,0,
21077,2013-01-12,5,MAGAZINES,0.0,0,
21078,2013-01-12,5,MEATS,376.978,0,
21079,2013-01-12,5,PERSONAL CARE,197.0,0,
21080,2013-01-12,5,PET SUPPLIES,0.0,0,
21081,2013-01-12,5,PLAYERS AND ELECTRONICS,0.0,0,
21082,2013-01-12,5,POULTRY,168.937,0,
21083,2013-01-12,5,PREPARED FOODS,74.0,0,
21084,2013-01-12,5,PRODUCE,0.0,0,
21085,2013-01-12,5,SCHOOL AND OFFICE SUPPLIES,0.0,0,
21086,2013-01-12,5,SEAFOOD,6.844,0,
22836,2013-01-13,5,AUTOMOTIVE,2.0,0,
22837,2013-01-13,5,BABY CARE,0.0,0,
22838,2013-01-13,5,BEAUTY,7.0,0,
22839,2013-01-13,5,BEVERAGES,1114.0,0,
22840,2013-01-13,5,BOOKS,0.0,0,
22841,2013-01-13,5,BREAD/BAKERY,482.061,0,
22842,2013-01-13,5,CELEBRATION,0.0,0,
22843,2013-01-13,5,CLEANING,1391.0,0,
22844,2013-01-13,5,DAIRY,356.0,0,
22845,2013-01-13,5,DELI,349.893,0,
22846,2013-01-13,5,EGGS,207.0,0,
22847,2013-01-13,5,FROZEN FOODS,111.0,0,
22848,2013-01-13,5,GROCERY I,4064.0,0,
22849,2013-01-13,5,GROCERY II,20.0,0,
22850,2013-01-13,5,HARDWARE,4.0,0,
22851,2013-01-13,5,HOME AND KITCHEN I,0.0,0,
22852,2013-01-13,5,HOME AND KITCHEN II,0.0,0,
22853,2013-01-13,5,HOME APPLIANCES,1.0,0,
22854,2013-01-13,5,HOME CARE,0.0,0,
22855,2013-01-13,5,LADIESWEAR,0.0,0,
22856,2013-01-13,5,LAWN AND GARDEN,1.0,0,
22857,2013-01-13,5,LINGERIE,41.0,0,
22858,2013-01-13,5,"LIQUOR,WINE,BEER",0.0,0,
22859,2013-01-13,5,MAGAZINES,0.0,0,
22860,2013-01-13,5,MEATS,438.581,0,
22861,2013-01-13,5,PERSONAL CARE,303.0,0,
22862,2013-01-13,5,PET SUPPLIES,0.0,0,
22863,2013-01-13,5,PLAYERS AND ELECTRONICS,0.0,0,
22864,2013-01-13,5,POULTRY,256.82898,0,
22865,2013-01-13,5,PREPARED FOODS,114.0,0,
22866,2013-01-13,5,PRODUCE,0.0,0,
22867,2013-01-13,5,SCHOOL AND OFFICE SUPPLIES,0.0,0,
22868,2013-01-13,5,SEAFOOD,21.339,0,
24618,2013-01-14,5,AUTOMOTIVE,2.0,0,94.27
24619,2013-01-14,5,BABY CARE,0.0,0,94.27
24620,2013-01-14,5,BEAUTY,4.0,0,94.27
24621,2013-01-14,5,BEVERAGES,708.0,0,94.27
24622,2013-01-14,5,BOOKS,0.0,0,94.27
24623,2013-01-14,5,BREAD/BAKERY,400.738,0,94.27
24624,2013-01-14,5,CELEBRATION,0.0,0,94.27
24625,2013-01-14,5,CLEANING,871.0,0,94.27
24626,2013-01-14,5,DAIRY,295.0,0,94.27
24627,2013-01-14,5,DELI,250.715,0,94.27
24628,2013-01-14,5,EGGS,166.0,0,94.27
24629,2013-01-14,5,FROZEN FOODS,122.327,0,94.27
24630,2013-01-14,5,GROCERY I,2382.0,0,94.27
24631,2013-01-14,5,GROCERY II,7.0,0,94.27
24632,2013-01-14,5,HARDWARE,1.0,0,94.27
24633,2013-01-14,5,HOME AND KITCHEN I,0.0,0,94.27
24634,2013-01-14,5,HOME AND KITCHEN II,0.0,0,94.27
24635,2013-01-14,5,HOME APPLIANCES,0.0,0,94.27
24636,2013-01-14,5,HOME CARE,0.0,0,94.27
24637,2013-01-14,5,LADIESWEAR,0.0,0,94.27
24638,2013-01-14,5,LAWN AND GARDEN,0.0,0,94.27
24639,2013-01-14,5,LINGERIE,25.0,0,94.27
24640,2013-01-14,5,"LIQUOR,WINE,BEER",33.0,0,94.27
24641,2013-01-14,5,MAGAZINES,0.0,0,94.27
24642,2013-01-14,5,MEATS,316.186,0,94.27
24643,2013-01-14,5,PERSONAL CARE,240.0,0,94.27
24644,2013-01-14,5,PET SUPPLIES,0.0,0,94.27
24645,2013-01-14,5,PLAYERS AND ELECTRONICS,0.0,0,94.27
24646,2013-01-14,5,POULTRY,161.838,0,94.27
24647,2013-01-14,5,PREPARED FOODS,88.0,0,94.27
24648,2013-01-14,5,PRODUCE,0.0,0,94.27
24649,2013-01-14,5,SCHOOL AND OFFICE SUPPLIES,0.0,0,94.27
24650,2013-01-14,5,SEAFOOD,16.687,0,94.27
26400,2013-01-15,5,AUTOMOTIVE,1.0,0,93.26
